time, ID, px, py, vx, vy
2, 327, 133.0049, 289.2451, 0.0048936643, -1.0560352
2, 328, 132.86238, 55.229443, -0.13762309, -0.48603365
2, 329, 132.92009, 148.44649, -0.079908855, 0.61802167
2, 330, 133.04369, 251.5197, 0.043679725, -0.49848256
2, 331, 132.62134, 406.41373, -0.3786642, 1.5137833
2, 332, 132.54659, 340.92224, -0.4534085, 0.53209496
2, 333, 132.94781, 79.304214, -0.0521843, -0.7601318
2, 334, 132.70557, 244.98428, -0.29443896, 0.40478444
2, 335, 132.9683, 197.68582, -0.031693768, -0.60582846
2, 336, 132.96597, 363.05338, -0.034026794, -0.6520706
2, 337, 132.95352, 50.07, -0.04647167, -1.3400155
2, 338, 133.02823, 370.50287, 0.028234422, -0.49976513
2, 339, 133.34026, 391.84326, 0.3402622, 0.43113643
2, 340, 133.1107, 117.71731, 0.11070098, -0.4875913
2, 341, 133.11005, 559.5093, 0.11003913, -0.48776394
2, 342, 132.92604, 465.4972, -0.073962174, -0.57492983
2, 343, 133.1559, 558.127, 0.15590033, -0.58273625
2, 344, 132.98735, 424.6867, -0.012643834, 1.187596
2, 345, 132.84433, 422.60333, -0.15566815, 0.6920307
2, 346, 132.96217, 406.95834, -0.037823025, 0.5046674
2, 347, 132.95038, 331.16565, -0.049616683, 1.606401
2, 348, 133.16434, 43.200066, 0.16434059, -0.47337335
2, 349, 133.07796, 327.8591, 0.07795795, -0.53986686
2, 350, 132.921, 518.00586, -0.078997515, -0.605959
2, 351, 133.01315, 459.1668, 0.013159547, 0.5046793
2, 352, 132.76169, 85.4616, -0.23830672, -1.0932144
2, 353, 133.08879, 249.38193, 0.0887923, 0.6417958
2, 354, 133.08041, 562.64386, 0.08041356, 0.5030221
2, 355, 133.02467, 121.93769, 0.024668269, -0.60827345
2, 356, 132.99123, 195.19737, -0.008767712, -0.49992314
2, 357, 132.98534, 62.878567, -0.01466809, -0.52134115
2, 358, 134.40137, 227.13109, 1.4013618, 0.261823
2, 359, 132.98035, 434.76984, -0.019656548, 0.5004072
