time, ID, px, py, vx, vy
4, 42, 258.9387, 366.0754, -1.5218612, -3.9944525
4, 43, 276.7889, 406.0623, 2.692077, -0.21956557
4, 44, 250.76912, 429.6098, -3.8142872, 0.55445033
4, 45, 274.08353, 510.02692, 2.0156045, -2.4257143
4, 46, 278.58646, 25.638947, 3.4111867, -3.4239547
4, 47, 257.90768, 396.4287, -1.9184825, -1.5446247
4, 48, 276.0896, 442.12823, 2.6231518, -3.2173998
4, 49, 259.91727, 76.28494, -1.4176861, 1.5416727
4, 50, 273.89157, 453.24673, 2.0578341, -3.578798
4, 51, 254.04276, 227.74847, -2.7413568, 3.4747021
4, 52, 265.44513, 547.55145, 0.01989615, 3.4157255
4, 53, 250.76086, 480.85635, -3.7643702, 3.0921125
4, 54, 270.68118, 550.3282, 1.2349012, -3.0456684
4, 55, 259.16183, 108.14007, -1.527725, 2.5266728
4, 56, 258.45816, 473.66434, -1.8423244, 2.4946382
4, 57, 255.89452, 37.18994, -2.4042442, 1.7825398
4, 58, 278.0515, 556.2178, 2.989108, -1.4207425
4, 59, 273.03748, 272.08707, 1.7876676, 1.0299681
4, 60, 267.15793, 282.5646, 0.51448286, 2.981676
4, 61, 270.90497, 286.7137, 1.3973545, 2.2449396
4, 62, 281.47025, 527.4073, 3.9100704, -2.454581
4, 63, 249.74036, 226.59644, -4.088521, -0.83770114
4, 64, 256.5174, 23.226934, -2.4151886, -2.0163865
4, 65, 259.3418, 527.85614, -1.5008061, -2.3426058
4, 66, 252.33649, 151.32286, -3.4538069, -0.8820563
4, 67, 275.85443, 320.35452, 2.656105, -4.132392
4, 68, 264.5962, 527.20264, -0.2531465, 2.4787092
4, 69, 274.66092, 178.05154, 2.3305604, -2.5390484
4, 70, 250.88998, 487.7974, -3.7945778, 3.047824
4, 71, 261.53522, 381.3859, -0.95975506, -2.2896519
4, 72, 258.9417, 107.50546, -1.7282058, -2.6374748
4, 73, 257.31064, 466.56616, -2.0237916, 4.503572
4, 74, 257.0505, 224.24664, -2.0367355, 3.1236687
4, 75, 282.8521, 258.52377, 4.229549, -0.5238456
4, 76, 279.4879, 344.3967, 3.4727056, -2.8990757
4, 77, 260.50006, 478.1383, -1.1551175, -3.27503
4, 78, 279.85776, 144.5949, 3.537194, -0.89456326
4, 79, 247.95741, 345.51746, -4.431212, -2.240819
4, 80, 253.92342, 265.94144, -2.9490135, -1.9010017
4, 81, 256.42917, 400.71466, -2.4093802, 1.0860401
4, 82, 273.78677, 527.7556, 2.0161705, 0.86071575
4, 83, 269.46268, 209.02979, 1.0625855, -3.0003052
4, 84, 256.96054, 198.38556, -1.965819, 4.058599
4, 85, 252.78549, 451.55936, -3.317715, 0.9399855
4, 86, 249.339, 239.85649, -4.0455275, 2.3524263
4, 87, 267.78165, 94.65048, 0.625774, 3.7145917
4, 88, 261.49097, 109.73763, -0.87839913, -4.21403
4, 89, 264.13092, 63.819145, -0.28464696, 2.7259672
4, 90, 257.7898, 387.49524, -1.9896495, 1.4063275
4, 91, 278.08237, 228.34814, 3.0754042, 1.3331401
4, 92, 253.38544, 125.63015, -3.1743493, -1.2770567
4, 93, 265.00275, 197.88075, -0.04822677, 2.7427895
4, 94, 256.4259, 274.12717, -2.368265, 0.73221445
4, 95, 273.089, 71.50028, 1.7713138, 1.7188779
4, 96, 258.9792, 141.52937, -1.778727, -0.98332214
4, 97, 263.12793, 172.6293, -0.5092443, -4.488265
4, 98, 276.99158, 561.8815, 2.7230527, -0.90042424
4, 99, 263.275, 173.32402, -0.34676084, -4.7216425
5, 0, 258.60797, 448.13095, -1.3031214, -1.9442652
5, 1, 250.56136, 103.50803, -2.8981972, -3.722049
5, 2, 255.70676, 317.75458, -1.8871466, -2.0390997
5, 3, 255.42682, 220.66661, -1.7705123, 3.846359
5, 4, 245.09818, 69.88804, -4.0213323, 1.9968802
5, 5, 281.17947, 57.961983, 3.0183594, 0.737418
5, 6, 282.8463, 211.2344, 3.372789, 0.39225286
5, 7, 276.44272, 217.65498, 2.0905476, 1.8860875
5, 8, 275.38724, 162.9997, 2.1159225, -2.8536835
5, 9, 276.90887, 62.331795, 2.2228417, -0.528654
5, 10, 279.81454, 385.7112, 2.7716272, 0.45517847
5, 11, 277.8119, 429.7935, 2.4560924, -2.325812
5, 12, 276.31885, 295.31857, 2.2283845, 1.6983567
5, 13, 248.70227, 78.5831, -3.4304047, -1.9586445
5, 14, 280.81253, 236.03735, 2.946133, 1.0258932
5, 15, 276.67062, 293.81876, 2.1880524, 1.5896477
5, 16, 273.01816, 144.88513, 1.5438675, 2.345165
5, 17, 280.60858, 88.92497, 3.1534774, -2.111004
5, 18, 256.32486, 536.25134, -1.9533584, 1.5153087
5, 19, 274.4996, 145.87592, 1.7187426, 2.0229466
5, 20, 255.96397, 373.48343, -1.9835651, 0.71953243
5, 21, 256.75067, 276.79495, -1.5272194, 3.3780246
5, 22, 256.70123, 366.181, -1.8636355, 1.3353816
5, 23, 277.1225, 52.487415, 2.2146978, 2.1032603
5, 24, 253.62753, 530.2649, -2.1853774, 4.303177
5, 25, 278.03293, 29.155703, 2.4389942, -0.22456875
5, 26, 259.9303, 310.27005, -1.0354202, -2.0323567
5, 27, 276.0484, 132.45659, 2.0764368, 2.2434778
5, 28, 269.82947, 506.38086, 0.84646255, -2.0471165
