id,name,lat,lon
1,Bromley,51.442884323,0.0316390890000662
1,Bromley,51.4404649260001,0.0415260830000648
1,Bromley,51.423211016,0.0633328000000688
1,Bromley,51.431508003,0.0769458780000605
1,Bromley,51.4135979150001,0.109226234000062
1,Bromley,51.4143730340001,0.131190924000066
1,Bromley,51.4079837,0.150436957000068
1,Bromley,51.391961988,0.163993389000041
1,Bromley,51.3916280400001,0.149140558000056
1,Bromley,51.3775060460001,0.154842725000094
1,Bromley,51.3502024650001,0.144220785000073
1,Bromley,51.3436406210001,0.138560439000059
1,Bromley,51.3436138120001,0.120056777000059
1,Bromley,51.3331015210001,0.123284075000072
1,Bromley,51.3291280130001,0.119503275000056
1,Bromley,51.3269074230001,0.106492317000061
1,Bromley,51.315486982,0.0866240840000501
1,Bromley,51.3051185300001,0.084475732000044
1,Bromley,51.2962916910001,0.0927813060000631
1,Bromley,51.2926110640001,0.0874110820000737
1,Bromley,51.288815947,0.0601013280000871
1,Bromley,51.2934391510001,0.0524250810000808
1,Bromley,51.2921408930001,0.0439871010000843
1,Bromley,51.3006327350001,0.0444079800000736
1,Bromley,51.3069852770001,0.0344977850000419
1,Bromley,51.3016190870001,0.0264265880000494
1,Bromley,51.2911473510001,0.0206875710000531
1,Bromley,51.291249679,0.0165958170000522
1,Bromley,51.3098264070001,0.00997688700005028
1,Bromley,51.315605571,0.0119347080000693
1,Bromley,51.3151183150001,0.00816833200008205
1,Bromley,51.3286050720001,0.0038799850000828
1,Bromley,51.3515829780001,-0.00333567999990692
1,Bromley,51.364886088,-0.0221853629999487
1,Bromley,51.378846583,-0.0252106149999349
1,Bromley,51.3764819360001,-0.0353415679999216
1,Bromley,51.387936003,-0.0349129099999459
1,Bromley,51.3943430310001,-0.0519711009999355
1,Bromley,51.3974660140001,-0.0487382449999245
1,Bromley,51.4009380290001,-0.0513799089999338
1,Bromley,51.3985999810001,-0.0589773679999439
1,Bromley,51.4029880420001,-0.0665968089999183
1,Bromley,51.412152028,-0.0711944559999438
1,Bromley,51.4152150340001,-0.0790256589999103
1,Bromley,51.4193052720001,-0.0770668829999295
1,Bromley,51.4200516530001,-0.0766840239999169
1,Bromley,51.4256308020001,-0.0723352359999581
1,Bromley,51.42467193,-0.0632296569999085
1,Bromley,51.421923007,-0.0443744619999507
1,Bromley,51.425198019,-0.0287576639999543
1,Bromley,51.4203969590001,-0.0193462369999224
1,Bromley,51.4159640390001,-0.0202219919999607
1,Bromley,51.4130270310001,-0.00892919199992548
1,Bromley,51.4168820800001,0.00510969000004025
1,Bromley,51.425651933,0.0157251520000727
1,Bromley,51.4284709090001,0.0267423290000579
1,Bromley,51.4218420620001,0.0378071470000805
1,Bromley,51.4328570920001,0.0392982930000585
1,Bromley,51.4315510070001,0.0327878100000589
1,Bromley,51.4359030400001,0.0302595710000446
1,Bromley,51.4351680460001,0.0269974230000685
1,Bromley,51.4411047520001,0.0305091860000744
1,Bromley,51.442884323,0.0316390890000662
2,Richmond upon Thames,51.48772089,-0.228845084999932
2,Richmond upon Thames,51.4718450280001,-0.220141148999915
2,Richmond upon Thames,51.4721010550001,-0.231022172999928
2,Richmond upon Thames,51.4634530230001,-0.231614020999928
2,Richmond upon Thames,51.4647029970001,-0.251325162999933
2,Richmond upon Thames,51.4625260810001,-0.254431905999922
2,Richmond upon Thames,51.454417929,-0.25752401099993
2,Richmond upon Thames,51.442567006,-0.240057921999949
2,Richmond upon Thames,51.436724053,-0.252447088999929
2,Richmond upon Thames,51.4196540200001,-0.285035170999947
2,Richmond upon Thames,51.4284729250001,-0.28911588099993
2,Richmond upon Thames,51.425874988,-0.293303047999927
2,Richmond upon Thames,51.43091207,-0.300033984999914
2,Richmond upon Thames,51.4317119470001,-0.309078984999928
2,Richmond upon Thames,51.4277429810001,-0.312889168999959
2,Richmond upon Thames,51.4209680260001,-0.304454050999936
2,Richmond upon Thames,51.4016819120001,-0.307207877999929
2,Richmond upon Thames,51.393147189,-0.316140760999929
2,Richmond upon Thames,51.3913178400001,-0.326261110999951
2,Richmond upon Thames,51.4024974960001,-0.338951908999945
2,Richmond upon Thames,51.4113631740001,-0.357489543999918
2,Richmond upon Thames,51.407370315,-0.376545196999928
2,Richmond upon Thames,51.409801723,-0.387624897999956
2,Richmond upon Thames,51.4195640290001,-0.385089606999941
2,Richmond upon Thames,51.4218155060001,-0.389799856999957
2,Richmond upon Thames,51.4202229890001,-0.38381899399991
2,Richmond upon Thames,51.428216997,-0.386336922999931
2,Richmond upon Thames,51.4411290210001,-0.365276110999957
2,Richmond upon Thames,51.4419760700001,-0.376670056999956
2,Richmond upon Thames,51.4489210460001,-0.38622412299992
2,Richmond upon Thames,51.4569319820001,-0.371476162999954
2,Richmond upon Thames,51.4562000430001,-0.347131112999932
2,Richmond upon Thames,51.4588179310001,-0.338212933999955
2,Richmond upon Thames,51.454117942,-0.335403905999954
2,Richmond upon Thames,51.4565289910001,-0.325328762999959
2,Richmond upon Thames,51.4704199710001,-0.317052199999921
2,Richmond upon Thames,51.4868369380001,-0.290181138999912
2,Richmond upon Thames,51.4834860440001,-0.277842810999914
2,Richmond upon Thames,51.4716450370001,-0.266476811999951
2,Richmond upon Thames,51.4706260760001,-0.256251249999934
2,Richmond upon Thames,51.4874070070001,-0.241851081999926
2,Richmond upon Thames,51.48772089,-0.228845084999932
3,Hillingdon,51.5502339380001,-0.483800683999959
3,Hillingdon,51.5586880160001,-0.475073616999907
3,Hillingdon,51.5663421400001,-0.483203654999954
3,Hillingdon,51.5746280660001,-0.48247859199995
