time,lat,lon
10:48:00,51.757535,-0.260141
10:48:00,51.469415,-0.210814
10:48:00,51.58327,-0.034345
10:48:00,51.446034,-0.00789
10:48:00,51.547481,-0.057456
10:48:00,51.4724,-0.4608
10:48:00,51.627661,0.00141
10:48:00,51.524031,-0.175669
10:48:00,51.517464,-0.086
10:48:00,51.489299,-0.041119
10:48:00,51.5176,-0.0736
10:48:00,51.486513,0.030408
10:48:00,51.4724,-0.4608
10:49:00,51.569815,0.139989
10:49:00,51.649827,-0.059177
10:49:00,51.603,0.0488
10:49:00,51.607176,-0.111985
10:49:00,51.604744,0.095823
10:49:00,51.459683,-0.134576
10:49:00,51.495453,-0.289398
10:49:00,51.55834,0.00732
10:49:00,51.484023,0.096171
10:49:00,51.331266,-0.263406
10:49:00,51.3318,-0.5377
10:49:00,51.501655,-0.194282
10:49:00,51.559823,-0.132162
10:49:00,51.48359,-0.194585
10:49:00,51.535889,-0.489487
10:49:00,51.63365,-0.511171
10:49:00,51.463596,-0.4533365
10:49:00,51.553987,0.021627
10:50:00,51.522023,-0.111624
10:49:00,51.5974,0.0268
10:50:00,51.507551,-0.123038
10:50:00,51.533429,-0.242397
10:50:00,51.400156,-0.19914
10:50:00,51.524031,-0.175669
10:50:00,51.475958,-0.025098
10:50:00,51.502205,-0.177827
10:50:00,51.486513,0.030408
10:50:00,51.500278,-0.049722
10:50:00,51.520742,-0.200373
10:50:00,51.5176,-0.0736
10:50:00,51.521185,-0.157054
10:50:00,51.547852,0.02326
10:50:00,51.512093,-0.132011
10:50:00,51.520688,-0.029618
10:50:00,51.469415,-0.210814
10:50:00,51.534255,0.022706
10:50:00,51.3318,-0.5377
10:50:00,51.509345,-0.157411
10:50:00,51.400156,-0.19914
10:50:00,51.502205,-0.177827
10:50:00,51.448821,0.02209
10:50:00,51.28722,0.176655
10:50:00,51.400148,-0.087604
10:50:00,51.469415,-0.210814
10:51:00,51.58107,0.063405
10:51:00,51.535889,-0.489487
10:51:00,51.534255,0.022706
10:51:00,51.520538,-0.083149
10:51:00,51.757535,-0.260141
10:51:00,51.613992,-0.110035
10:51:00,51.466141,-0.244749
10:51:00,51.331789,-0.26781
10:51:00,51.622445,-0.13887
10:52:00,51.648208,-0.081343
10:52:00,51.348494,-0.174942
10:52:00,51.5207,-0.1428
10:52:00,51.552882,-0.088307
10:52:00,51.614418,-0.061136
10:52:00,51.4813,-0.4649
10:52:00,51.518105,-0.179861
10:52:00,51.544135,-0.369333
10:52:00,51.39047,-0.11174
10:52:00,51.543987,0.020305
10:52:00,51.5251,-0.0788
10:53:00,51.5373,0.084156
10:53:00,51.534255,0.022706
10:53:00,51.612706,-0.255771
10:53:00,51.46307,-0.469113
10:53:00,51.5187,-0.2643
10:53:00,51.511409,-0.118536
10:53:00,51.607059,-0.180386
10:53:00,51.564305,0.117064
10:53:00,51.518004,-0.260705
10:53:00,51.453772,-0.133591
10:53:00,51.499741,-0.092098
10:53:00,51.484303,-0.118097
10:53:00,51.608992,-0.303107
10:53:00,51.500332,-0.100472
10:53:00,51.521185,-0.157054
10:53:00,51.49622,0.115764
10:53:00,51.543987,0.020305
10:53:00,51.543987,0.020305
10:53:00,51.400148,-0.087604
10:53:00,51.618876,-0.083494
10:53:00,51.543987,0.020305
10:53:00,51.543987,0.020305
10:53:00,51.627661,0.00141
10:53:00,51.441072,0.211257
10:53:00,51.4297,-0.1071
10:53:00,51.517094,-0.138386
10:53:00,51.458263,-0.200382
10:53:00,51.511193,-0.12781
10:53:00,51.502838,-0.107781
10:53:00,51.521747,-0.076175
10:53:00,51.521747,-0.076175
10:53:00,51.602557,-0.11449
10:54:00,51.5278,-0.244
10:54:00,51.503792,-0.107434
10:54:00,51.5207,-0.1428
10:54:00,51.629155,0.078144
10:54:00,51.481682,0.335317
10:54:00,51.481682,0.335317
10:54:00,51.440418,-0.021456
10:54:00,51.466533,-0.178913
10:54:00,51.462411,-0.110162
10:54:00,51.546646,-0.141632
10:54:00,51.44622,-0.125024
10:54:00,51.518003,-0.107904
10:54:00,51.610348,-0.200084
10:54:00,51.767044,-0.250382
10:54:00,51.453772,-0.133591
10:54:00,51.613043,-0.099788
10:54:00,51.560436,-0.012703
10:54:00,51.511853,-0.029215
10:54:00,51.541314,-0.051976
10:54:00,51.563406,0.251652
10:54:00,51.39047,-0.11174
10:54:00,51.466141,-0.244749
10:54:00,51.522032,-0.046068
10:54:00,51.569225,0.013018
10:54:00,51.500152,-0.126236
10:54:00,51.513,-0.1481
10:54:00,51.440418,-0.021456
10:54:00,51.466924,-0.11155
10:54:00,51.484303,-0.118097
10:54:00,51.445991,-0.318382
10:55:00,51.448821,0.02209
10:55:00,51.473244,-0.191645
10:55:00,51.481707,0.335335
10:55:00,51.48359,-0.194585
10:55:00,51.522617,-0.153071
10:55:00,51.39047,-0.11174
10:55:00,51.553061,-0.120876
10:55:00,51.571496,0.012705
10:55:00,51.521185,-0.157054
10:55:00,51.444376,-0.078109
10:55:00,51.338391,-0.319501
10:55:00,51.387069,-0.065299
10:55:00,51.466533,-0.178913
10:55:00,51.42543,-0.159724
10:55:00,51.514613,-0.041464
10:55:00,51.754539,-0.253838
10:55:00,51.5126,-0.1251
10:55:00,51.54352,-0.311954
10:55:00,51.525883,-0.109016
10:55:00,51.547852,0.02326
10:55:00,51.50751,-0.092918
10:55:00,51.515839,-0.139821
10:55:00,51.5078,0.0264
10:56:00,51.5207,-0.1428
10:56:00,51.505295,-0.092461
10:56:00,51.35244,-0.167716
10:56:00,51.5207,-0.1428
10:56:00,51.391333,-0.102547
10:56:00,51.611685,-0.253072
10:56:00,51.517939,-0.107356
10:56:00,51.6662,-0.3659
10:56:00,51.582889,-0.082294
10:56:00,51.595887,-0.117622
10:56:00,51.443276,-0.207581
10:56:00,51.531297,0.100898
10:56:00,51.610348,-0.200084
10:56:00,51.433381,-0.34422
10:56:00,51.489648,0.08524
10:56:00,51.481707,0.335335
10:56:00,51.522617,-0.153071
10:56:00,51.53098,-0.062167
10:57:00,51.466533,-0.178913
10:57:00,51.520688,-0.029618
10:57:00,51.753583,0.109575
10:57:00,51.438458,-0.011405
10:57:00,51.520688,-0.029618
10:57:00,51.474237,0.132487
10:57:00,51.523282,-0.100876
10:57:00,51.507351,-0.205643
10:57:00,51.5098,-0.1269
10:57:00,51.561978,-0.380472
10:57:00,51.49179,-0.147102
10:57:00,51.460542,0.137942
10:57:00,51.39047,-0.11174
10:57:00,51.513591,-0.304434
10:57:00,51.667021,-0.056198
10:57:00,51.338391,-0.319501
10:57:00,51.404706,-0.416274
10:57:00,51.576025,0.076473
10:58:00,51.5207,-0.1428
10:57:00,51.595887,-0.117622
10:57:00,51.520688,-0.029618
10:57:00,51.520688,-0.029618
10:57:00,51.520688,-0.029618
10:57:00,51.520688,-0.029618
10:57:00,51.520688,-0.029618
11:00:00,51.516197,-0.175721
11:00:00,51.5278,-0.244
11:00:00,51.531758,-0.062709
11:00:00,51.521555,-0.074855
11:00:00,51.530923,-0.095892
11:00:00,51.504642,0.004022
11:00:00,51.365,-0.251
11:00:00,51.652081,-0.176489
11:00:00,51.547852,0.02326
11:00:00,51.5123,-0.1238
11:00:00,51.501652,-0.160695
11:00:00,51.501324,-0.177019
11:00:00,51.641233,-0.047602
11:00:00,51.4782,-0.0135
10:57:00,51.520688,-0.029618
10:57:00,51.520688,-0.029618
10:57:00,51.520688,-0.029618
10:57:00,51.520688,-0.029618
11:01:00,51.591795,0.214744
11:01:00,51.524031,-0.175669
