0,-4.153334,53.225555
1,-4.138056,53.229721
2,-4.131111,53.229721
3,-4.105278,53.227493
4,-4.066389,53.226387
5,-4.018612,53.237495
6,-4.003056,53.241943
7,-3.854445,53.284439
8,-3.732778,53.290276
9,-3.7275,53.288605
10,-3.6925,53.285553
11,-3.613056,53.27916
12,-3.606667,53.279716
13,-3.589445,53.282219
14,-3.461667,53.320549
15,-3.388056,53.343605
16,-3.362778,53.346107
17,-3.336389,53.347221
18,-3.322778,53.347221
19,-3.315,53.346664
20,-3.211667,53.297493
21,-3.130556,53.2575
22,-3.121389,53.253609
23,-3.102222,53.247772
24,-3.088599,53.26001
25,-3.083611,53.263885
26,-3.081667,53.267494
27,-3.0825,53.271385
28,-3.126112,53.324997
29,-3.154167,53.348328
30,-3.164444,53.35611
31,-3.169445,53.358055
32,-3.176389,53.362778
33,-3.187222,53.374443
34,-3.190556,53.381104
35,-3.192223,53.385551
36,-3.187222,53.391106
37,-3.180278,53.396111
38,-3.170834,53.400276
39,-3.075737,53.408562
40,-3.069222,53.410164
41,-3.061723,53.410831
42,-3.054556,53.4095
43,-3.048389,53.407497
44,-3.044389,53.404663
45,-3.040889,53.401161
46,-3.029889,53.38633
47,-3.027889,53.377495
48,-2.989445,53.367218
49,-2.9425,53.310555
50,-2.928292,53.302162
51,-2.899723,53.289162
52,-2.8825,53.285271
53,-2.862223,53.282776
54,-2.776389,53.292496
55,-2.755,53.303055
56,-2.751389,53.30555
57,-2.7025,53.346382
58,-2.700834,53.350273
59,-2.704445,53.352493
60,-2.711945,53.353333
61,-2.7175,53.352493
62,-2.765278,53.34111
63,-2.773612,53.337494
64,-2.776667,53.334442
65,-2.778889,53.331108
66,-2.853611,53.320549
67,-2.861111,53.321106
68,-2.873611,53.324165
69,-2.883056,53.327217
70,-2.953889,53.360275
71,-2.963889,53.367775
72,-3.006778,53.417385
73,-3.013278,53.425053
74,-3.1075,53.551666
75,-3.106667,53.560272
76,-3.104167,53.563889
77,-3.093611,53.576385
78,-3.073056,53.598053
79,-2.982223,53.690552
80,-2.978611,53.693604
81,-2.974167,53.695549
82,-2.942223,53.708054
83,-2.902223,53.720551
84,-2.898889,53.723053
85,-2.8975,53.726662
86,-2.900556,53.729721
87,-2.904167,53.731667
88,-2.910278,53.733055
89,-2.924445,53.734444
90,-2.939445,53.734718
91,-2.966111,53.733604
92,-2.992778,53.732773
93,-3.006389,53.734993
94,-3.021667,53.739716
95,-3.033611,53.746941
96,-3.040556,53.751938
97,-3.051389,53.764717
98,-3.054167,53.769997
99,-3.058056,53.78083
100,-3.059722,53.788887
101,-3.059722,53.797493
102,-3.053056,53.90583
103,-3.052222,53.909439
104,-3.047223,53.916382
105,-3.039722,53.921104
106,-3.025,53.926109
107,-2.9325,53.950554
108,-2.896945,53.998886
109,-2.833611,54.084999
110,-2.8175,54.142776
111,-2.813612,54.222771
112,-2.926667,54.155273
113,-2.935278,54.151382
114,-3.152223,54.08194
115,-3.214723,54.095551
116,-3.226111,54.09861
117,-3.233889,54.103333
118,-3.380556,54.244438
119,-3.409167,54.276665
120,-3.411945,54.283607
121,-3.412222,54.291107
122,-3.433889,54.348053
123,-3.466111,54.378609
124,-3.493056,54.403328
125,-3.524723,54.426109
126,-3.556945,54.448326
127,-3.613056,54.488609
128,-3.629723,54.505829
129,-3.634167,54.51194
130,-3.633334,54.515549
131,-3.569167,54.642494
132,-3.429167,54.815552
133,-3.391667,54.876389
134,-3.381111,54.884438
135,-3.291945,54.936943
136,-3.286667,54.938889
137,-3.27,54.941383
138,-3.208611,54.94944
139,-3.194723,54.949997
140,-3.189445,54.948608
141,-3.185,54.946106
142,-3.183333,54.942215
143,-3.178889,54.940552
144,-3.136389,54.931389
145,-3.129445,54.931389
146,-3.103333,54.933884
147,-3.026389,54.945549
148,-3.025,54.94944
149,-3.023056,54.970551
150,-3.031111,54.975273
151,-3.041389,54.978882
152,-3.051026,54.979866
153,-3.063889,54.975273
154,-3.068889,54.974159
155,-3.143611,54.964996
156,-3.150278,54.964996
157,-3.360556,54.971382
158,-3.376389,54.972496
159,-3.390556,54.974159
160,-3.445278,54.986382
161,-3.571111,54.990829
162,-3.580278,54.971664
163,-3.581111,54.967216
164,-3.615834,54.875275
165,-3.628889,54.877495
166,-3.688889,54.881104
167,-3.696111,54.881104
168,-3.812222,54.848885
169,-3.869722,54.805275
170,-3.953611,54.767494
171,-3.965,54.765274
172,-3.979445,54.765274
173,-4.095556,54.767776
174,-4.135834,54.774719
175,-4.348333,54.857773
176,-4.352778,54.860275
177,-4.376112,54.879166
178,-4.380834,54.88472
179,-4.381945,54.888611
180,-4.379445,54.897774
181,-4.379723,54.901665
182,-4.38139,54.904999
183,-4.385,54.907494
184,-4.393056,54.908051
